Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Thailand,Nam Phong,86,Moderate,2,Good,21,Good,4,Good,86,Moderate
India,Nandigama,162,Unhealthy,3,Good,38,Good,7,Good,162,Unhealthy
United States of America,Naperville,53,Moderate,1,Good,37,Good,3,Good,53,Moderate
Benin,Natitingou,51,Moderate,1,Good,27,Good,0,Good,51,Moderate
Italy,Nave,82,Moderate,1,Good,48,Good,0,Good,82,Moderate
Sri Lanka,Nawalapitiya,106,Unhealthy for Sensitive Groups,2,Good,13,Good,5,Good,106,Unhealthy for Sensitive Groups
Netherlands,Neede,38,Good,1,Good,38,Good,0,Good,35,Good
China,Nenjiang,90,Moderate,3,Good,40,Good,1,Good,90,Moderate
,Nileshwar,61,Moderate,1,Good,21,Good,2,Good,61,Moderate
China,Ninghai,66,Moderate,2,Good,66,Moderate,3,Good,51,Moderate
Cameroon,Nkoteng,44,Good,1,Good,18,Good,0,Good,44,Good
United States of America,Northfield,60,Moderate,1,Good,35,Good,2,Good,60,Moderate
Poland,Nowy Tomysl,42,Good,1,Good,42,Good,0,Good,27,Good
Ghana,Nsawam,28,Good,1,Good,22,Good,0,Good,28,Good
United Republic of Tanzania,Nyakahanga,46,Good,1,Good,22,Good,0,Good,46,Good
Russian Federation,Nytva,42,Good,1,Good,42,Good,0,Good,37,Good
Mexico,Oaxaca,60,Moderate,1,Good,17,Good,2,Good,60,Moderate
,Obama,77,Moderate,2,Good,21,Good,11,Good,77,Moderate
France,Oissel,58,Moderate,1,Good,43,Good,1,Good,58,Moderate
Congo,Owando,60,Moderate,2,Good,25,Good,0,Good,60,Moderate
Bangladesh,Palang,88,Moderate,2,Good,21,Good,7,Good,88,Moderate
Philippines,Palayan,106,Unhealthy for Sensitive Groups,2,Good,18,Good,5,Good,106,Unhealthy for Sensitive Groups
India,Paliyad,119,Unhealthy for Sensitive Groups,1,Good,26,Good,6,Good,119,Unhealthy for Sensitive Groups
,Pattani,96,Moderate,1,Good,29,Good,1,Good,96,Moderate
Brazil,Pederneiras,58,Moderate,1,Good,26,Good,0,Good,58,Moderate
Pakistan,Phalia,170,Unhealthy,5,Good,36,Good,12,Good,170,Unhealthy
United States of America,Macon,74,Moderate,1,Good,74,Moderate,4,Good,40,Good
Burundi,Makamba,39,Good,1,Good,27,Good,0,Good,39,Good
United States of America,Kings Park,57,Moderate,1,Good,47,Good,4,Good,57,Moderate
Hungary,Kisujszallas,56,Moderate,1,Good,48,Good,0,Good,56,Moderate
United Republic of Tanzania,Kitangari,21,Good,0,Good,21,Good,0,Good,18,Good
Japan,Koga,52,Moderate,1,Good,52,Moderate,2,Good,47,Good
Japan,Komatsushima,53,Moderate,1,Good,28,Good,7,Good,53,Moderate
Finland,Kotka,35,Good,1,Good,35,Good,0,Good,5,Good
Russian Federation,Krasnokamensk,78,Moderate,2,Good,37,Good,0,Good,78,Moderate
Russian Federation,Krasnokumskoye,43,Good,1,Good,43,Good,1,Good,31,Good
India,Kumhari,160,Unhealthy,3,Good,39,Good,5,Good,160,Unhealthy
Peru,La Oroya,11,Good,0,Good,11,Good,0,Good,6,Good
Spain,La Solana,43,Good,0,Good,43,Good,0,Good,10,Good
Germany,Leinfelden Echterdingen,64,Moderate,1,Good,56,Moderate,0,Good,64,Moderate
Russian Federation,Leninogorsk,43,Good,1,Good,43,Good,0,Good,14,Good
United States of America,Lenoir,38,Good,1,Good,38,Good,2,Good,17,Good
Belgium,Leopoldsburg,51,Moderate,1,Good,38,Good,1,Good,51,Moderate
China,Liangxiang,160,Unhealthy,5,Good,24,Good,30,Good,160,Unhealthy
United States of America,Libertyville,60,Moderate,1,Good,25,Good,5,Good,60,Moderate
Zambia,Luanshya,36,Good,1,Good,25,Good,0,Good,36,Good
United States of America,Lubbock,54,Moderate,1,Good,27,Good,2,Good,54,Moderate
United States of America,Lumberton,47,Good,1,Good,47,Good,1,Good,32,Good
Germany,Luneburg,43,Good,1,Good,43,Good,0,Good,25,Good
United States of America,Macedonia,53,Moderate,1,Good,39,Good,2,Good,53,Moderate
Kenya,Sirari,67,Moderate,1,Good,17,Good,0,Good,67,Moderate
India,Sirsilla,176,Unhealthy,2,Good,37,Good,8,Good,176,Unhealthy
India,Sivagiri,65,Moderate,1,Good,24,Good,3,Good,65,Moderate
Germany,Rosbach,54,Moderate,1,Good,45,Good,0,Good,54,Moderate
Germany,Rosenheim,67,Moderate,1,Good,64,Moderate,0,Good,67,Moderate
Russian Federation,Rossosh,43,Good,1,Good,40,Good,0,Good,43,Good
Italy,Rutigliano,59,Moderate,1,Good,54,Moderate,0,Good,59,Moderate
Austria,Saalfelden,60,Moderate,1,Good,48,Good,0,Good,60,Moderate
France,Saint Avold,68,Moderate,1,Good,54,Moderate,0,Good,68,Moderate
France,Sainte Genevieve Des Bois,73,Moderate,1,Good,43,Good,2,Good,73,Moderate
Mexico,San Juan Del Rio,48,Good,1,Good,29,Good,1,Good,48,Good
India,Sancoale,57,Moderate,1,Good,19,Good,2,Good,57,Moderate
Brazil,Santa Cruz Do Rio Pardo,53,Moderate,1,Good,24,Good,0,Good,53,Moderate
Spain,Santona,42,Good,1,Good,42,Good,0,Good,19,Good
Brazil,Sao Domingos Do Maranhao,21,Good,0,Good,18,Good,0,Good,21,Good
Brazil,Sao Joao Evangelista,22,Good,0,Good,22,Good,0,Good,20,Good
Brazil,Sao Marcos,22,Good,1,Good,16,Good,0,Good,22,Good
India,Ranibennur,52,Moderate,1,Good,16,Good,3,Good,52,Moderate
Argentina,Rio Tercero,25,Good,1,Good,25,Good,0,Good,24,Good
Ecuador,Riobamba,20,Good,0,Good,7,Good,0,Good,20,Good
Liberia,Robertsport,21,Good,1,Good,21,Good,0,Good,18,Good
Italy,Piazza Armerina,48,Good,1,Good,48,Good,0,Good,40,Good
Brazil,Pirai,58,Moderate,1,Good,25,Good,1,Good,58,Moderate
France,Plouzane,35,Good,1,Good,34,Good,3,Good,35,Good
Canada,Port Hope,44,Good,1,Good,24,Good,1,Good,44,Good
Egypt,Port Said,80,Moderate,1,Good,80,Moderate,1,Good,50,Good
,Porto Torres,48,Good,1,Good,48,Good,0,Good,27,Good
Indonesia,Purwokerto,178,Unhealthy,9,Good,14,Good,22,Good,178,Unhealthy
France,Puteaux,69,Moderate,1,Good,45,Good,2,Good,69,Moderate
India,Qadian,162,Unhealthy,4,Good,41,Good,9,Good,162,Unhealthy
India,Ramganj Mandi,185,Unhealthy,2,Good,38,Good,4,Good,185,Unhealthy
Brazil,Gloria Do Goita,24,Good,0,Good,24,Good,0,Good,18,Good
India,Godda,136,Unhealthy for Sensitive Groups,3,Good,47,Good,5,Good,136,Unhealthy for Sensitive Groups
Brazil,Governador Valadares,27,Good,0,Good,24,Good,0,Good,27,Good
Argentina,Goya,20,Good,0,Good,20,Good,0,Good,9,Good
United States of America,Granite City,84,Moderate,2,Good,41,Good,7,Good,84,Moderate
Austria,Graz,57,Moderate,1,Good,47,Good,0,Good,57,Moderate
United States of America,Greenbelt,52,Moderate,1,Good,52,Moderate,1,Good,39,Good
Brazil,Guarabira,25,Good,0,Good,25,Good,0,Good,24,Good
Uzbekistan,Guliston,126,Unhealthy for Sensitive Groups,2,Good,22,Good,8,Good,126,Unhealthy for Sensitive Groups
India,Guntakal,65,Moderate,1,Good,29,Good,3,Good,65,Moderate
Pakistan,Hala,157,Unhealthy,1,Good,24,Good,2,Good,157,Unhealthy
India,Haliyal,45,Good,1,Good,17,Good,2,Good,45,Good
Japan,Hamamatsu,73,Moderate,1,Good,33,Good,6,Good,73,Moderate
Germany,Heinsberg,53,Moderate,1,Good,39,Good,1,Good,53,Moderate
Netherlands,Helmond,48,Good,1,Good,39,Good,1,Good,48,Good
Sri Lanka,Hendala,80,Moderate,1,Good,21,Good,2,Good,80,Moderate
Germany,Hennigsdorf,45,Good,1,Good,45,Good,0,Good,26,Good
Germany,Herford,43,Good,1,Good,42,Good,0,Good,43,Good
United States of America,Hopatcong,51,Moderate,1,Good,43,Good,1,Good,51,Moderate
United States of America,Horsham,48,Good,1,Good,48,Good,1,Good,42,Good
China,Huaibei,153,Unhealthy,6,Good,75,Moderate,18,Good,153,Unhealthy
Brazil,Ibia,27,Good,1,Good,25,Good,0,Good,27,Good
India,Idappadi,93,Moderate,2,Good,28,Good,7,Good,93,Moderate
Germany,Illingen,63,Moderate,1,Good,55,Moderate,0,Good,63,Moderate
Spain,Illora,41,Good,0,Good,41,Good,0,Good,12,Good
Russian Federation,Irbit,42,Good,1,Good,42,Good,1,Good,26,Good
Brazil,Itapipoca,32,Good,0,Good,23,Good,0,Good,32,Good
Russian Federation,Ivangorod,35,Good,1,Good,35,Good,0,Good,6,Good
Russian Federation,Izhevsk,41,Good,1,Good,41,Good,1,Good,38,Good
United States of America,Jacksonville Beach,83,Moderate,2,Good,83,Moderate,3,Good,29,Good
India,Jalalpur,167,Unhealthy,4,Good,75,Moderate,6,Good,167,Unhealthy
India,Jaspur,159,Unhealthy,5,Good,20,Good,12,Good,159,Unhealthy
Indonesia,Jatiroto,163,Unhealthy,6,Good,10,Good,13,Good,163,Unhealthy
China,Jiamusi,151,Unhealthy,4,Good,30,Good,13,Good,151,Unhealthy
Romania,Jilava,58,Moderate,1,Good,49,Good,0,Good,58,Moderate
China,Jimo,80,Moderate,4,Good,50,Good,10,Good,80,Moderate
Estonia,Johvi,37,Good,1,Good,37,Good,0,Good,4,Good
United States of America,Jupiter,38,Good,1,Good,38,Good,0,Good,19,Good
Honduras,Juticalpa,49,Good,1,Good,21,Good,0,Good,49,Good
China,Kaifeng,154,Unhealthy,5,Good,78,Moderate,16,Good,154,Unhealthy
Russian Federation,Kamenka,46,Good,1,Good,39,Good,0,Good,46,Good
Kenya,Kangundo,58,Moderate,1,Good,19,Good,1,Good,58,Moderate
Turkey,Karaman,46,Good,0,Good,46,Good,0,Good,45,Good
India,Karimganj,129,Unhealthy for Sensitive Groups,4,Good,11,Good,9,Good,129,Unhealthy for Sensitive Groups
India,Kasaragod,63,Moderate,1,Good,20,Good,2,Good,63,Moderate
Sudan,Kassala,93,Moderate,1,Good,37,Good,0,Good,93,Moderate
Mali,Kati,79,Moderate,1,Good,23,Good,0,Good,79,Moderate
Japan,Kawai,57,Moderate,1,Good,30,Good,3,Good,57,Moderate
Indonesia,Kefamenanu,70,Moderate,1,Good,16,Good,0,Good,70,Moderate
India,Kenda,127,Unhealthy for Sensitive Groups,2,Good,34,Good,5,Good,127,Unhealthy for Sensitive Groups
United States of America,Kentwood,51,Moderate,1,Good,29,Good,1,Good,51,Moderate
India,Khambhat,119,Unhealthy for Sensitive Groups,1,Good,31,Good,2,Good,119,Unhealthy for Sensitive Groups
India,Bahsuma,180,Unhealthy,7,Good,14,Good,21,Good,180,Unhealthy
Thailand,Bang Phae,133,Unhealthy for Sensitive Groups,3,Good,3,Good,11,Good,133,Unhealthy for Sensitive Groups
Indonesia,Banyuwangi,101,Unhealthy for Sensitive Groups,3,Good,19,Good,4,Good,101,Unhealthy for Sensitive Groups
France,Bar Le Duc,73,Moderate,1,Good,49,Good,0,Good,73,Moderate
Brazil,Barreiras,19,Good,0,Good,19,Good,0,Good,18,Good
China,Beihai,101,Unhealthy for Sensitive Groups,4,Good,41,Good,6,Good,101,Unhealthy for Sensitive Groups
India,Bellary,52,Moderate,1,Good,24,Good,3,Good,52,Moderate
India,Belur,57,Moderate,1,Good,13,Good,3,Good,57,Moderate
Croatia,Bjelovar,68,Moderate,1,Good,63,Moderate,0,Good,68,Moderate
Russian Federation,Bogoroditsk,39,Good,1,Good,39,Good,0,Good,21,Good
Brazil,Bom Despacho,37,Good,1,Good,27,Good,0,Good,37,Good
Russian Federation,Bor,36,Good,1,Good,36,Good,3,Good,30,Good
Republic of North Macedonia,Bosilovo,61,Moderate,1,Good,46,Good,0,Good,61,Moderate
Central African Republic,Bouca,63,Moderate,1,Good,17,Good,0,Good,63,Moderate
South Africa,Bredasdorp,44,Good,1,Good,22,Good,1,Good,44,Good
Netherlands,Brummen,38,Good,1,Good,38,Good,0,Good,35,Good
Spain,Calatayud,40,Good,0,Good,40,Good,0,Good,10,Good
Italy,Campiglia Marittima,86,Moderate,1,Good,86,Moderate,0,Good,32,Good
Cuba,Cardenas,37,Good,0,Good,37,Good,0,Good,23,Good
Brazil,Carlos Chagas,26,Good,0,Good,25,Good,0,Good,26,Good
France,Carrieres Sous Poissy,67,Moderate,1,Good,44,Good,2,Good,67,Moderate
Brazil,Cassia,37,Good,1,Good,24,Good,0,Good,37,Good
India,Chalala,95,Moderate,1,Good,26,Good,1,Good,95,Moderate
India,Chamba,92,Moderate,2,Good,40,Good,1,Good,92,Moderate
Cuba,Chambas,47,Good,1,Good,32,Good,0,Good,47,Good
China,Changde,150,Unhealthy,6,Good,26,Good,19,Good,150,Unhealthy
United Republic of Tanzania,Chanika,19,Good,0,Good,17,Good,0,Good,19,Good
India,Charkhi Dadri,171,Unhealthy,4,Good,128,Unhealthy for Sensitive Groups,5,Good,171,Unhealthy
France,Chateau Gontier,47,Good,1,Good,37,Good,0,Good,47,Good
France,Chaville,72,Moderate,1,Good,43,Good,2,Good,72,Moderate
Russian Federation,Chelyabinsk 40,39,Good,1,Good,39,Good,1,Good,11,Good
India,Cherrapunji,87,Moderate,3,Good,12,Good,6,Good,87,Moderate
Peru,Chicama,44,Good,0,Good,24,Good,0,Good,44,Good
Colombia,Circasia,83,Moderate,1,Good,19,Good,3,Good,83,Moderate
United States of America,Citrus Park,81,Moderate,1,Good,81,Moderate,2,Good,13,Good
El Salvador,Ciudad Arce,69,Moderate,1,Good,24,Good,1,Good,69,Moderate
India,Clement Town,156,Unhealthy,4,Good,25,Good,11,Good,156,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Aberdare,40,Good,1,Good,30,Good,1,Good,40,Good
Russian Federation,Achkhoy Martan,46,Good,1,Good,36,Good,2,Good,46,Good
Italy,Albano Laziale,77,Moderate,1,Good,77,Moderate,0,Good,31,Good
Italy,Anguillara Sabazia,76,Moderate,1,Good,76,Moderate,0,Good,29,Good
United States of America,Apple Valley,64,Moderate,1,Good,35,Good,4,Good,64,Moderate
Mexico,Ario,35,Good,1,Good,27,Good,0,Good,35,Good
Greece,Arta,129,Unhealthy for Sensitive Groups,1,Good,42,Good,0,Good,129,Unhealthy for Sensitive Groups
Belgium,Asse,52,Moderate,1,Good,38,Good,2,Good,52,Moderate
Japan,Eniwa,45,Good,1,Good,28,Good,6,Good,45,Good
South Africa,Ermelo,52,Moderate,1,Good,17,Good,5,Good,52,Moderate
Russian Federation,Ertil,48,Good,1,Good,38,Good,0,Good,48,Good
Germany,Eschborn,62,Moderate,1,Good,62,Moderate,0,Good,57,Moderate
Cameroon,Eseka,42,Good,1,Good,19,Good,0,Good,42,Good
Brazil,Estreito,20,Good,0,Good,20,Good,0,Good,19,Good
United States of America,Euless,73,Moderate,2,Good,37,Good,4,Good,73,Moderate
,Exmouth,37,Good,1,Good,29,Good,1,Good,37,Good
Sweden,Solna,34,Good,1,Good,34,Good,0,Good,16,Good
Portugal,Fafe,37,Good,0,Good,37,Good,0,Good,15,Good
Colombia,Sonson,50,Good,1,Good,17,Good,0,Good,50,Good
Morocco,Fez,37,Good,0,Good,33,Good,0,Good,37,Good
Turkey,Sorgun,44,Good,1,Good,44,Good,0,Good,26,Good
United States of America,Speedway,56,Moderate,1,Good,39,Good,2,Good,56,Moderate
United States of America,State College,54,Moderate,1,Good,40,Good,1,Good,54,Moderate
Tunisia,Subaytilah,68,Moderate,1,Good,47,Good,0,Good,68,Moderate
,Gaeta,77,Moderate,1,Good,77,Moderate,0,Good,40,Good
United Kingdom of Great Britain and Northern Ireland,Gainsborough,43,Good,1,Good,35,Good,1,Good,43,Good
Indonesia,Gamping,164,Unhealthy,6,Good,12,Good,18,Good,164,Unhealthy
Germany,Ganderkesee,38,Good,1,Good,38,Good,0,Good,28,Good
France,Gap,48,Good,1,Good,38,Good,0,Good,48,Good
Brazil,Garca,62,Moderate,1,Good,24,Good,0,Good,62,Moderate
Armenia,Gavar,84,Moderate,1,Good,36,Good,0,Good,84,Moderate
Germany,Gengenbach,69,Moderate,1,Good,57,Moderate,0,Good,69,Moderate
Germany,Gernsbach,66,Moderate,1,Good,60,Moderate,0,Good,66,Moderate
India,Giddalur,98,Moderate,2,Good,33,Good,4,Good,98,Moderate
Philippines,Davao,87,Moderate,1,Good,17,Good,1,Good,87,Moderate
France,Dax,40,Good,1,Good,40,Good,0,Good,21,Good
Netherlands,Deventer,37,Good,1,Good,37,Good,0,Good,31,Good
India,Dhamnod,159,Unhealthy,2,Good,18,Good,5,Good,159,Unhealthy
Brazil,Dois Corregos,59,Moderate,1,Good,24,Good,0,Good,59,Moderate
Romania,Draganesti Olt,49,Good,1,Good,49,Good,0,Good,41,Good
Russian Federation,Drezna,38,Good,1,Good,38,Good,3,Good,31,Good
Republic of Moldova,Drochia,55,Moderate,1,Good,51,Moderate,0,Good,55,Moderate
Venezuela (Bolivarian Republic of),El Tocuyo,39,Good,1,Good,21,Good,0,Good,39,Good
Germany,Emsdetten,43,Good,1,Good,40,Good,0,Good,43,Good
France,Compiegne,59,Moderate,1,Good,48,Good,0,Good,59,Moderate
United States of America,Coram,65,Moderate,2,Good,39,Good,9,Good,65,Moderate
Italy,Correggio,67,Moderate,1,Good,67,Moderate,0,Good,66,Moderate
Turkey,Corum,43,Good,1,Good,43,Good,0,Good,25,Good
United States of America,Council Bluffs,43,Good,1,Good,43,Good,2,Good,41,Good
Brazil,Custodia,21,Good,0,Good,21,Good,0,Good,13,Good
Azerbaijan,Saray,81,Moderate,1,Good,47,Good,0,Good,81,Moderate
Germany,Schwelm,54,Moderate,1,Good,44,Good,1,Good,54,Moderate
Brazil,Serrinha,23,Good,0,Good,23,Good,0,Good,19,Good
United States of America,Severn,48,Good,1,Good,44,Good,3,Good,48,Good
Italy,Imola,76,Moderate,1,Good,37,Good,2,Good,76,Moderate
Japan,Inuyama,47,Good,1,Good,47,Good,1,Good,38,Good
Brazil,Ipero,77,Moderate,2,Good,10,Good,5,Good,77,Moderate
Brazil,Itacoatiara,21,Good,0,Good,7,Good,0,Good,21,Good
Czechia,Jesenik,73,Moderate,1,Good,41,Good,1,Good,73,Moderate
Brazil,Jucas,29,Good,0,Good,11,Good,1,Good,29,Good
India,Junagadh,133,Unhealthy for Sensitive Groups,0,Good,27,Good,0,Good,133,Unhealthy for Sensitive Groups
Pakistan,Kahuta,149,Unhealthy for Sensitive Groups,2,Good,129,Unhealthy for Sensitive Groups,0,Good,149,Unhealthy for Sensitive Groups
Japan,Kakuda,41,Good,1,Good,41,Good,1,Good,40,Good
Pakistan,Kalat,148,Unhealthy for Sensitive Groups,0,Good,43,Good,0,Good,148,Unhealthy for Sensitive Groups
Serbia,Kaluderica,79,Moderate,1,Good,44,Good,2,Good,79,Moderate
India,Kankon,83,Moderate,0,Good,23,Good,0,Good,83,Moderate
United Republic of Tanzania,Katoro,33,Good,1,Good,15,Good,0,Good,33,Good
Switzerland,Hinwil,41,Good,1,Good,35,Good,2,Good,41,Good
Germany,Hunxe,33,Good,1,Good,32,Good,2,Good,33,Good
India,Khed Brahma,182,Unhealthy,1,Good,35,Good,0,Good,182,Unhealthy
Germany,Kirchlinteln,33,Good,0,Good,33,Good,1,Good,13,Good
Poland,Klobuck,80,Moderate,1,Good,38,Good,1,Good,80,Moderate
Japan,Kodama,27,Good,1,Good,24,Good,3,Good,27,Good
Turkey,Korfez,43,Good,1,Good,35,Good,0,Good,43,Good
India,Kosamba,156,Unhealthy,1,Good,25,Good,1,Good,156,Unhealthy
United States of America,Shenandoah,44,Good,1,Good,22,Good,4,Good,44,Good
China,Shenxian,157,Unhealthy,5,Good,82,Moderate,17,Good,157,Unhealthy
Japan,Shiki,88,Moderate,2,Good,22,Good,21,Good,88,Moderate
South Africa,Kriel,102,Unhealthy for Sensitive Groups,1,Good,16,Good,12,Good,102,Unhealthy for Sensitive Groups
China,Shuiji,89,Moderate,4,Good,63,Moderate,10,Good,89,Moderate
Thailand,Si Satchanalai,62,Moderate,1,Good,17,Good,1,Good,62,Moderate
Guinea,Siguiri,56,Moderate,1,Good,21,Good,0,Good,56,Moderate
United Republic of Tanzania,Kyaka,23,Good,1,Good,18,Good,0,Good,23,Good
Spain,La Puebla De Cazalla,28,Good,1,Good,28,Good,2,Good,28,Good
Indonesia,Labuhan,176,Unhealthy,3,Good,176,Unhealthy,1,Good,137,Unhealthy for Sensitive Groups
Belgium,Sint Genesius Rode,54,Moderate,1,Good,39,Good,2,Good,54,Moderate
India,Siolim,48,Good,1,Good,23,Good,1,Good,48,Good
India,Sirmaur,171,Unhealthy,3,Good,96,Moderate,4,Good,171,Unhealthy
India,Laharpur,177,Unhealthy,4,Good,177,Unhealthy,1,Good,174,Unhealthy
United States of America,Lake Shore,55,Moderate,1,Good,48,Good,3,Good,55,Moderate
Russian Federation,Skovorodino,214,Very Unhealthy,8,Good,25,Good,9,Good,214,Very Unhealthy
Serbia,Smederevska Palanka,59,Moderate,1,Good,59,Moderate,0,Good,58,Moderate
Greece,Lamia,65,Moderate,1,Good,45,Good,0,Good,65,Moderate
Germany,Langen,62,Moderate,1,Good,42,Good,2,Good,62,Moderate
Viet Nam,Lao Cai,25,Good,1,Good,25,Good,0,Good,15,Good
Philippines,Laoag,28,Good,0,Good,28,Good,0,Good,26,Good
Mexico,Laredo,119,Unhealthy for Sensitive Groups,2,Good,20,Good,2,Good,119,Unhealthy for Sensitive Groups
Germany,Leonberg,52,Moderate,1,Good,33,Good,6,Good,52,Moderate
France,Les Pavillons Sous Bois,68,Moderate,1,Good,21,Good,5,Good,68,Moderate
Italy,Leverano,58,Moderate,1,Good,58,Moderate,1,Good,49,Good
India,Narwar,162,Unhealthy,3,Good,90,Moderate,2,Good,162,Unhealthy
Russian Federation,Nevyansk,41,Good,1,Good,41,Good,1,Good,21,Good
United States of America,New Philadelphia,44,Good,1,Good,38,Good,2,Good,44,Good
New Zealand,New Plymouth,58,Moderate,0,Good,30,Good,0,Good,58,Moderate
India,Neyyattinkara,89,Moderate,2,Good,19,Good,4,Good,89,Moderate
Indonesia,Nganjuk,172,Unhealthy,6,Good,6,Good,19,Good,172,Unhealthy
Germany,Nidda,58,Moderate,1,Good,53,Moderate,0,Good,58,Moderate
Japan,Nihommatsu,65,Moderate,1,Good,18,Good,12,Good,65,Moderate
United States of America,North Berwick,32,Good,1,Good,32,Good,1,Good,31,Good
Burkina Faso,Nouna,69,Moderate,1,Good,29,Good,0,Good,69,Moderate
Brazil,Nova Prata,24,Good,0,Good,18,Good,0,Good,24,Good
Russian Federation,Novokuznetsk,46,Good,1,Good,21,Good,13,Good,46,Good
,Nuevitas,62,Moderate,1,Good,28,Good,0,Good,62,Moderate
Japan,Obihiro,47,Good,1,Good,21,Good,4,Good,47,Good
Germany,Oerlinghausen,48,Good,1,Good,43,Good,0,Good,48,Good
United States of America,Oil City,54,Moderate,1,Good,36,Good,1,Good,54,Moderate
Netherlands,Oisterwijk,42,Good,1,Good,40,Good,1,Good,42,Good
Germany,Erlensee,59,Moderate,1,Good,59,Moderate,0,Good,58,Moderate
United States of America,Escondido,64,Moderate,2,Good,15,Good,14,Good,64,Moderate
Mexico,Ezequiel Montes,40,Good,1,Good,28,Good,0,Good,40,Good
United States of America,Fair Oaks,50,Good,1,Good,28,Good,6,Good,50,Good
United States of America,Fairview Shores,96,Moderate,1,Good,96,Moderate,1,Good,21,Good
India,Faridpur,157,Unhealthy,4,Good,26,Good,10,Good,157,Unhealthy
Brazil,Franco Da Rocha,97,Moderate,2,Good,31,Good,3,Good,97,Moderate
United States of America,Freeport,43,Good,1,Good,40,Good,1,Good,43,Good
China,Fujin,101,Unhealthy for Sensitive Groups,3,Good,27,Good,5,Good,101,Unhealthy for Sensitive Groups
Japan,Fukagawa,56,Moderate,1,Good,29,Good,4,Good,56,Moderate
Brazil,Fundao,54,Moderate,1,Good,27,Good,0,Good,54,Moderate
China,Fushan,81,Moderate,3,Good,81,Moderate,5,Good,63,Moderate
Germany,Gardelegen,45,Good,1,Good,45,Good,0,Good,26,Good
Israel,Gedera,75,Moderate,1,Good,46,Good,5,Good,75,Moderate
Spain,Getafe,42,Good,1,Good,42,Good,0,Good,10,Good
Italy,Gioia Del Colle,62,Moderate,1,Good,52,Moderate,0,Good,62,Moderate
United States of America,Dallas,70,Moderate,2,Good,34,Good,5,Good,70,Moderate
Iran (Islamic Republic of),Damavand,134,Unhealthy for Sensitive Groups,1,Good,40,Good,6,Good,134,Unhealthy for Sensitive Groups
Turkmenistan,Dasoguz,67,Moderate,1,Good,32,Good,4,Good,67,Moderate
Philippines,Del Pilar,144,Unhealthy for Sensitive Groups,2,Good,26,Good,7,Good,144,Unhealthy for Sensitive Groups
Netherlands,Denekamp,37,Good,1,Good,37,Good,0,Good,31,Good
Bangladesh,Dhamrai,152,Unhealthy,4,Good,13,Good,15,Good,152,Unhealthy
Russian Federation,Dmitrov,35,Good,1,Good,35,Good,1,Good,18,Good
Germany,Donaueschingen,61,Moderate,1,Good,51,Moderate,0,Good,61,Moderate
Brazil,Dores Do Indaia,36,Good,1,Good,23,Good,0,Good,36,Good
United Kingdom of Great Britain and Northern Ireland,Droylsden,38,Good,1,Good,37,Good,1,Good,38,Good
China,Ducheng,88,Moderate,4,Good,27,Good,7,Good,88,Moderate
United States of America,East Chicago,58,Moderate,1,Good,33,Good,5,Good,58,Moderate
